Order,Order Date,Region,Channel,Category,Product,Customer Segment,Units,Unit Price,Discount,Revenue,Cost,Margin,Fulfilled,Returned,Delivery Days
230,2024-08-17,South,Store,Home,Storage Bin,Small Business,29,17.23,0.05,474.75,223.13,251.62,true,false,4
231,2024-08-18,East,Wholesale,Outdoors,Trail Bottle,Enterprise,7,24.41,0.10,153.76,67.66,86.11,true,false,4
232,2024-08-19,West,Web,Outdoors,Camp Chair,Consumer,4,73.01,0.20,233.64,135.51,98.13,true,false,6
233,2024-08-20,North,Store,Kitchen,Chef Pan,Small Business,22,43.71,0.00,961.72,528.94,432.77,true,false,5
234,2024-08-21,South,Wholesale,Electronics,USB Hub,Enterprise,5,27.80,0.05,132.05,83.19,48.86,true,false,1
235,2024-08-22,East,Web,Home,Desk Lamp,Consumer,12,31.27,0.10,337.68,175.59,162.09,true,false,2
236,2024-08-23,West,Store,Home,Storage Bin,Small Business,17,18.60,0.20,252.95,118.88,134.06,true,false,4
237,2024-08-24,North,Wholesale,Outdoors,Trail Bottle,Enterprise,17,22.60,0.00,384.13,169.02,215.11,true,false,4
238,2024-08-25,South,Web,Outdoors,Camp Chair,Consumer,8,73.60,,588.77,341.49,247.28,true,false,4
239,2024-08-26,East,Store,Kitchen,Chef Pan,Small Business,2,47.20,0.10,84.96,46.73,38.23,true,false,3
240,2024-08-27,West,Wholesale,Electronics,USB Hub,Enterprise,1,28.56,0.20,22.85,14.40,8.46,true,false,6
241,2024-08-28,North,Web,Home,Desk Lamp,Consumer,1,30.56,0.00,30.56,15.89,14.67,true,false,3
242,2024-08-29,South,Store,Home,Storage Bin,Small Business,14,18.06,0.05,240.24,112.91,127.33,true,false,6
243,2024-08-30,East,Wholesale,Outdoors,Trail Bottle,Enterprise,22,23.05,0.10,456.30,200.77,255.53,true,false,1
244,2024-08-31,West,Web,Outdoors,Camp Chair,Consumer,13,71.55,0.20,744.07,431.56,312.51,true,false,4
245,2024-09-01,North,Store,Kitchen,Chef Pan,Small Business,11,47.90,0.00,526.85,289.77,237.08,true,false,
246,2024-09-02,South,Wholesale,Electronics,USB Hub,Enterprise,2,29.17,0.05,55.43,34.92,20.51,true,false,1
247,2024-09-03,East,Web,Home,Desk Lamp,Consumer,17,30.29,0.10,463.51,241.02,222.48,false,false,4
248,2024-09-04,West,Store,Home,Storage Bin,Small Business,17,18.87,0.20,256.59,120.60,135.99,true,false,4
249,2024-09-05,North,Wholesale,Outdoors,Trail Bottle,Enterprise,5,24.37,0.00,121.83,53.60,68.22,true,false,1
250,2024-09-06,South,Web,Outdoors,Camp Chair,Consumer,5,74.70,0.05,354.83,205.80,149.03,true,false,3
251,2024-09-07,East,Store,Kitchen,Chef Pan,Small Business,4,48.32,0.10,173.97,95.68,78.29,false,false,2
252,2024-09-08,West,Wholesale,Electronics,USB Hub,Enterprise,14,27.57,0.20,308.77,194.52,114.24,true,false,3
253,2024-09-09,North,Web,Home,Desk Lamp,Consumer,6,31.54,0.00,189.27,98.42,90.85,true,false,6
254,2024-09-10,South,Store,Home,Storage Bin,Small Business,1,18.51,0.05,17.59,8.27,9.32,true,false,3
255,2024-09-11,East,Wholesale,Outdoors,Trail Bottle,Enterprise,2,24.39,0.10,43.91,19.32,24.59,true,false,2
256,2024-09-12,West,Web,Outdoors,Camp Chair,Consumer,15,72.65,0.20,871.82,505.66,366.17,false,false,4
257,2024-09-13,North,Store,Kitchen,Chef Pan,Small Business,15,45.76,0.00,686.44,377.54,308.90,true,false,4
258,2024-09-14,South,Wholesale,Electronics,USB Hub,Enterprise,1,28.97,0.05,27.52,17.34,10.18,true,true,5
259,2024-09-15,East,Web,Home,Desk Lamp,Consumer,2,32.57,0.10,58.62,30.48,28.14,true,false,1
260,2024-09-16,West,Store,Home,Storage Bin,Small Business,9,18.33,0.20,131.99,62.04,69.96,true,true,5
261,2024-09-17,North,Wholesale,Outdoors,Trail Bottle,Enterprise,5,24.24,0.00,121.20,53.33,67.87,true,false,3
262,2024-09-18,South,Web,Outdoors,Camp Chair,Consumer,2,73.03,0.05,138.76,80.48,58.28,true,false,2
263,2024-09-19,East,Store,Kitchen,Chef Pan,Small Business,8,46.44,0.10,334.38,183.91,150.47,true,false,1
264,2024-09-20,West,Wholesale,Electronics,USB Hub,Enterprise,9,26.68,0.20,192.08,121.01,71.07,true,false,6
265,2024-09-21,North,Web,Home,Desk Lamp,Consumer,6,30.26,0.00,181.56,94.41,87.15,true,false,6
266,2024-09-22,South,Store,Home,Storage Bin,Small Business,13,18.00,0.05,222.27,104.47,117.80,true,false,4
267,2024-09-23,East,Wholesale,Outdoors,Trail Bottle,Enterprise,6,24.50,0.10,132.32,58.22,74.10,true,false,3
268,2024-09-24,West,Web,Outdoors,Camp Chair,Consumer,1,71.92,0.20,57.53,33.37,24.16,true,false,6
269,2024-09-25,North,Store,Kitchen,Chef Pan,Small Business,12,45.14,0.00,541.66,297.91,243.75,true,false,6
270,2024-09-26,South,Wholesale,Electronics,USB Hub,Enterprise,1,28.11,0.05,26.70,16.82,9.88,true,false,6
271,2024-09-27,East,Web,Home,Desk Lamp,Consumer,11,30.33,0.10,300.28,156.15,144.13,true,false,5
272,2024-09-28,West,Store,Home,Storage Bin,Small Business,8,17.88,0.20,114.42,53.78,60.64,true,false,4
273,2024-09-29,North,Wholesale,Outdoors,Trail Bottle,Enterprise,26,23.25,0.00,604.44,265.96,338.49,true,false,6
274,2024-09-30,South,Web,Outdoors,Camp Chair,Consumer,1,77.97,0.05,74.07,42.96,31.11,true,false,5
275,2024-10-01,East,Store,Kitchen,Chef Pan,Small Business,9,46.03,0.10,372.86,205.07,167.78,true,false,4
276,2024-10-02,West,Wholesale,Electronics,USB Hub,Enterprise,4,27.57,0.20,88.23,55.58,32.64,false,false,6
277,2024-10-03,North,Web,Home,Desk Lamp,Consumer,11,30.55,0.00,336.06,174.75,161.31,false,false,3
278,2024-10-04,South,Store,Home,Storage Bin,Small Business,2,18.15,0.05,34.48,16.21,18.27,true,false,5
279,2024-10-05,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,23.07,0.10,20.76,9.13,11.63,true,false,2
280,2024-10-06,West,Web,Outdoors,Camp Chair,Consumer,18,74.28,0.20,1069.69,620.42,449.27,true,false,5
281,2024-10-07,North,Store,Kitchen,Chef Pan,Small Business,1,46.03,0.00,46.03,25.32,20.71,false,false,5
282,2024-10-08,South,Wholesale,Electronics,USB Hub,Enterprise,10,29.47,0.05,279.94,176.36,103.58,false,false,1
283,2024-10-09,East,Web,Home,Desk Lamp,Consumer,1,31.23,0.10,28.11,14.61,13.49,true,false,3
284,2024-10-10,West,Store,Home,Storage Bin,Small Business,18,18.20,0.20,262.01,123.15,138.87,true,false,3
285,2024-10-11,North,Wholesale,Outdoors,Trail Bottle,Enterprise,4,23.65,0.00,94.61,41.63,52.98,true,false,3
286,2024-10-12,South,Web,Outdoors,Camp Chair,Consumer,10,73.65,0.05,699.66,405.80,293.86,true,false,3
287,2024-10-13,East,Store,Kitchen,Chef Pan,Small Business,13,47.16,0.10,551.73,303.45,248.28,true,false,4
288,2024-10-14,West,Wholesale,Electronics,USB Hub,Enterprise,12,27.22,0.20,261.29,164.61,96.68,true,false,2
289,2024-10-15,North,Web,Home,Desk Lamp,Consumer,8,30.21,0.00,241.70,125.68,116.02,true,false,3
290,2024-10-16,South,Store,Home,Storage Bin,Small Business,8,17.96,0.05,136.47,64.14,72.33,true,false,4
291,2024-10-17,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,24.15,0.10,21.73,9.56,12.17,true,false,4
292,2024-10-18,West,Web,Outdoors,Camp Chair,Consumer,1,77.56,0.20,62.05,35.99,26.06,true,false,3
293,2024-10-19,North,Store,Kitchen,Chef Pan,Small Business,10,47.05,0.00,470.51,258.78,211.73,true,false,2
294,2024-10-20,South,Wholesale,Electronics,USB Hub,Enterprise,12,27.55,0.05,314.04,197.84,116.19,true,false,4
295,2024-10-21,East,Web,Home,Desk Lamp,Consumer,14,31.81,0.10,400.82,208.43,192.39,true,false,5
296,2024-10-22,West,Store,Home,Storage Bin,Small Business,4,18.89,0.20,60.44,28.41,32.03,true,false,3
297,2024-10-23,North,Wholesale,Outdoors,Trail Bottle,Enterprise,15,24.09,0.00,361.32,158.98,202.34,true,true,4
298,2024-10-24,South,Web,Outdoors,Camp Chair,Consumer,1,72.45,0.05,68.82,39.92,28.91,true,false,6
299,2024-10-25,East,Store,Kitchen,Chef Pan,Small Business,27,44.42,0.10,1079.37,593.65,485.72,true,false,2
300,2024-10-26,West,Wholesale,Electronics,USB Hub,Enterprise,7,27.66,0.20,154.91,97.59,57.32,true,false,2
301,2024-10-27,North,Web,Home,Desk Lamp,Consumer,27,32.18,0.00,868.74,451.75,417.00,true,false,2
302,2024-10-28,South,Store,Home,Storage Bin,Small Business,1,18.90,0.05,17.96,8.44,9.52,true,false,1
303,2024-10-29,East,Wholesale,Outdoors,Trail Bottle,Enterprise,7,23.58,0.10,148.55,65.36,83.19,true,true,8
304,2024-10-30,West,Web,Outdoors,Camp Chair,Consumer,25,76.20,0.20,1524.02,883.93,640.09,true,false,5
305,2024-10-31,North,Store,Kitchen,Chef Pan,Small Business,3,47.75,0.00,143.24,78.78,64.46,true,false,3
306,2024-11-01,South,Wholesale,Electronics,USB Hub,Enterprise,1,28.82,0.05,27.38,17.25,10.13,true,false,
307,2024-11-02,East,Web,Home,Desk Lamp,Consumer,1,32.00,0.10,28.80,14.98,13.83,true,false,5
308,2024-11-03,West,Store,Home,Storage Bin,Small Business,15,18.61,0.20,223.35,104.97,118.37,true,false,4
309,2024-11-04,North,Wholesale,Outdoors,Trail Bottle,Enterprise,20,23.90,0.00,478.01,210.32,267.68,true,false,2
310,2024-11-05,South,Web,Outdoors,Camp Chair,Consumer,3,70.45,0.05,200.79,116.46,84.33,true,false,4
311,2024-11-06,East,Store,Kitchen,Chef Pan,Small Business,16,45.17,0.10,650.45,357.75,292.70,true,false,2
312,2024-11-07,West,Wholesale,Electronics,USB Hub,Enterprise,1,28.90,0.20,23.12,14.56,8.55,true,false,3
313,2024-11-08,North,Web,Home,Desk Lamp,Consumer,1,30.99,0.00,30.99,16.11,14.87,true,false,2
314,2024-11-09,South,Store,Home,Storage Bin,Small Business,1,17.97,0.05,17.08,8.03,9.05,true,false,3
315,2024-11-10,East,Wholesale,Outdoors,Trail Bottle,Enterprise,17,23.72,0.10,362.89,159.67,203.22,true,false,1
316,2024-11-11,West,Web,Outdoors,Camp Chair,Consumer,5,71.08,0.20,284.33,164.91,119.42,true,false,4
317,2024-11-12,North,Store,Kitchen,Chef Pan,Small Business,12,48.16,,577.89,317.84,260.05,true,false,2
318,2024-11-13,South,Wholesale,Electronics,USB Hub,Enterprise,3,28.27,0.05,80.56,50.75,29.81,false,false,5
319,2024-11-14,East,Web,Home,Desk Lamp,Consumer,2,32.44,0.10,58.39,30.36,28.03,true,false,2
320,2024-11-15,West,Store,Home,Storage Bin,Small Business,1,18.09,0.20,14.47,6.80,7.67,true,false,2
321,2024-11-16,North,Wholesale,Outdoors,Trail Bottle,Enterprise,17,22.66,0.00,385.16,169.47,215.69,false,false,1
322,2024-11-17,South,Web,Outdoors,Camp Chair,Consumer,1,76.77,0.05,72.93,42.30,30.63,true,false,2
323,2024-11-18,East,Store,Kitchen,Chef Pan,Small Business,21,44.27,0.10,836.61,460.13,376.47,true,false,3
324,2024-11-19,West,Wholesale,Electronics,USB Hub,Enterprise,2,26.56,0.20,42.49,26.77,15.72,true,false,2
325,2024-11-20,North,Web,Home,Desk Lamp,Consumer,2,30.73,0.00,61.46,31.96,29.50,false,false,5
326,2024-11-21,South,Store,Home,Storage Bin,Small Business,1,18.00,0.05,17.10,8.04,9.06,true,false,2
327,2024-11-22,East,Wholesale,Outdoors,Trail Bottle,Enterprise,6,23.60,0.10,127.41,56.06,71.35,true,false,2
328,2024-11-23,West,Web,Outdoors,Camp Chair,Consumer,8,73.36,0.20,469.51,272.32,197.20,true,false,1
329,2024-11-24,North,Store,Kitchen,Chef Pan,Small Business,6,44.74,0.00,268.46,147.66,120.81,true,false,5
330,2024-11-25,South,Wholesale,Electronics,USB Hub,Enterprise,3,29.06,0.05,82.83,52.18,30.65,true,false,4
331,2024-11-26,East,Web,Home,Desk Lamp,Consumer,12,31.01,0.10,334.89,174.14,160.74,true,false,1
332,2024-11-27,West,Store,Home,Storage Bin,Small Business,22,17.50,0.20,308.05,144.78,163.27,true,true,9
333,2024-11-28,North,Wholesale,Outdoors,Trail Bottle,Enterprise,4,24.57,0.00,98.27,43.24,55.03,true,false,2
334,2024-11-29,South,Web,Outdoors,Camp Chair,Consumer,402,70.57,0.05,26950.81,15631.47,11319.34,true,true,1
335,2024-11-30,East,Store,Kitchen,Chef Pan,Small Business,3,45.26,0.10,122.20,67.21,54.99,true,false,2
336,2024-12-01,West,Wholesale,Electronics,USB Hub,Enterprise,8,26.48,0.20,169.47,106.77,62.71,true,true,2
337,2024-12-02,North,Web,Home,Desk Lamp,Consumer,1,30.66,0.00,30.66,15.94,14.72,true,false,3
338,2024-12-03,South,Store,Home,Storage Bin,Small Business,2,17.61,0.05,33.47,15.73,17.74,true,false,4
339,2024-12-04,East,Wholesale,Outdoors,Trail Bottle,Enterprise,2,24.79,0.10,44.62,19.63,24.99,true,false,3
340,2024-12-05,West,Web,Outdoors,Camp Chair,Consumer,1,71.25,0.20,57.00,33.06,23.94,true,false,5
341,2024-12-06,North,Store,Kitchen,Chef Pan,Small Business,5,43.80,0.00,218.98,120.44,98.54,true,false,6
342,2024-12-07,South,Wholesale,Electronics,USB Hub,Enterprise,11,28.32,0.05,295.91,186.43,109.49,true,false,1
343,2024-12-08,East,Web,Home,Desk Lamp,Consumer,2,32.55,0.10,58.59,30.47,28.12,false,false,6
344,2024-12-09,West,Store,Home,Storage Bin,Small Business,11,18.26,0.20,160.70,75.53,85.17,true,false,4
345,2024-12-10,North,Wholesale,Outdoors,Trail Bottle,Enterprise,15,24.10,0.00,361.53,159.07,202.46,true,false,5
346,2024-12-11,South,Web,Outdoors,Camp Chair,Consumer,12,70.06,0.05,798.68,463.23,335.44,true,false,4
347,2024-12-12,East,Store,Kitchen,Chef Pan,Small Business,2,47.69,0.10,85.85,47.22,38.63,true,false,3
348,2024-12-13,West,Wholesale,Electronics,USB Hub,Enterprise,5,27.32,0.20,109.29,68.85,40.44,true,false,3
349,2024-12-14,North,Web,Home,Desk Lamp,Consumer,6,30.23,0.00,181.36,94.31,87.05,true,false,6
350,2024-12-15,South,Store,Home,Storage Bin,Small Business,1,18.00,0.05,17.10,8.04,9.06,true,false,2
351,2024-12-16,East,Wholesale,Outdoors,Trail Bottle,Enterprise,6,22.74,0.10,122.79,54.03,68.76,true,false,6
352,2024-12-17,West,Web,Outdoors,Camp Chair,Consumer,2,76.51,0.20,122.41,71.00,51.41,true,false,1
353,2024-12-18,North,Store,Kitchen,Chef Pan,Small Business,2,46.16,0.00,92.33,50.78,41.55,true,false,1
354,2024-12-19,South,Wholesale,Electronics,USB Hub,Enterprise,1,26.90,0.05,25.56,16.10,9.46,false,false,2
355,2024-12-20,East,Web,Home,Desk Lamp,Consumer,14,33.23,0.10,418.69,217.72,200.97,true,false,5
356,2024-12-21,West,Store,Home,Storage Bin,Small Business,10,17.46,0.20,139.69,65.65,74.04,true,false,1
357,2024-12-22,North,Wholesale,Outdoors,Trail Bottle,Enterprise,17,24.02,0.00,408.30,179.65,228.65,true,false,5
358,2024-12-23,South,Web,Outdoors,Camp Chair,Consumer,10,71.43,0.05,678.59,393.58,285.01,true,false,6
359,2024-12-24,East,Store,Kitchen,Chef Pan,Small Business,1,43.55,0.10,39.19,21.56,17.64,true,false,3
360,2024-12-25,West,Wholesale,Electronics,USB Hub,Enterprise,1,28.82,0.20,23.05,14.52,8.53,true,false,2
361,2024-12-26,North,Web,Home,Desk Lamp,Consumer,10,33.46,0.00,334.62,174.00,160.62,true,true,7
362,2024-12-27,South,Store,Home,Storage Bin,Small Business,1,18.58,0.05,17.65,8.30,9.35,false,false,2
363,2024-12-28,East,Wholesale,Outdoors,Trail Bottle,Enterprise,8,24.16,0.10,173.93,76.53,97.40,false,false,4
364,2024-12-29,West,Web,Outdoors,Camp Chair,Consumer,2,74.22,0.20,118.76,68.88,49.88,true,false,3
365,2024-12-30,North,Store,Kitchen,Chef Pan,Small Business,1,48.24,0.00,48.24,26.53,21.71,true,false,4
366,2024-12-31,South,Wholesale,Electronics,USB Hub,Enterprise,7,29.25,0.05,194.54,122.56,71.98,false,false,6
367,2024-01-01,East,Web,Home,Desk Lamp,Consumer,4,30.26,0.10,108.93,56.64,52.29,true,false,
368,2024-01-02,West,Store,Home,Storage Bin,Small Business,14,17.38,0.20,194.66,91.49,103.17,true,false,5
369,2024-01-03,North,Wholesale,Outdoors,Trail Bottle,Enterprise,6,24.84,0.00,149.02,65.57,83.45,true,false,3
370,2024-01-04,South,Web,Outdoors,Camp Chair,Consumer,1,75.36,0.05,71.59,41.52,30.07,true,false,1
371,2024-01-05,East,Store,Kitchen,Chef Pan,Small Business,14,47.81,0.10,602.40,331.32,271.08,true,true,9
372,2024-01-06,West,Wholesale,Electronics,USB Hub,Enterprise,4,28.72,0.20,91.91,57.90,34.01,true,false,6
373,2024-01-07,North,Web,Home,Desk Lamp,Consumer,1,30.16,0.00,30.16,15.68,14.48,true,false,1
374,2024-01-08,South,Store,Home,Storage Bin,Small Business,11,17.17,0.05,179.45,84.34,95.11,true,false,1
375,2024-01-09,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,23.57,0.10,21.21,9.33,11.88,true,true,8
376,2024-01-10,West,Web,Outdoors,Camp Chair,Consumer,4,71.71,0.20,229.49,133.10,96.38,true,false,3
377,2024-01-11,North,Store,Kitchen,Chef Pan,Small Business,5,45.22,0.00,226.11,124.36,101.75,true,false,4
378,2024-01-12,South,Wholesale,Electronics,USB Hub,Enterprise,1,29.20,0.05,27.74,17.48,10.26,true,false,6
379,2024-01-13,East,Web,Home,Desk Lamp,Consumer,2,33.90,0.10,61.02,31.73,29.29,true,false,3
380,2024-01-14,West,Store,Home,Storage Bin,Small Business,9,19.04,0.20,137.10,64.44,72.66,true,false,6
381,2024-01-15,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,24.03,0.00,24.03,10.57,13.46,true,false,4
382,2024-01-16,South,Web,Outdoors,Camp Chair,Consumer,3,77.90,0.05,222.00,128.76,93.24,true,false,1
383,2024-01-17,East,Store,Kitchen,Chef Pan,Small Business,15,48.48,0.10,654.43,359.94,294.49,true,false,1
384,2024-01-18,West,Wholesale,Electronics,USB Hub,Enterprise,1,29.21,0.20,23.37,14.72,8.65,true,false,3
385,2024-01-19,North,Web,Home,Desk Lamp,Consumer,2,32.77,0.00,65.54,34.08,31.46,true,false,4
386,2024-01-20,South,Store,Home,Storage Bin,Small Business,11,17.80,0.05,186.03,87.43,98.59,false,false,5
387,2024-01-21,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,25.02,0.10,22.52,9.91,12.61,true,false,3
388,2024-01-22,West,Web,Outdoors,Camp Chair,Consumer,1,71.70,0.20,57.36,33.27,24.09,true,false,2
389,2024-01-23,North,Store,Kitchen,Chef Pan,Small Business,6,44.43,0.00,266.60,146.63,119.97,true,false,6
390,2024-01-24,South,Wholesale,Electronics,USB Hub,Enterprise,10,27.83,0.05,264.36,166.55,97.81,true,false,3
391,2024-01-25,East,Web,Home,Desk Lamp,Consumer,3,30.86,0.10,83.33,43.33,40.00,false,false,1
392,2024-01-26,West,Store,Home,Storage Bin,Small Business,4,17.79,0.20,56.94,26.76,30.18,true,false,1
393,2024-01-27,North,Wholesale,Outdoors,Trail Bottle,Enterprise,6,24.87,0.00,149.21,65.65,83.56,true,false,6
394,2024-01-28,South,Web,Outdoors,Camp Chair,Consumer,2,76.74,0.05,145.80,84.57,61.24,true,false,5
395,2024-01-29,East,Store,Kitchen,Chef Pan,Small Business,20,45.59,0.10,820.67,451.37,369.30,false,false,2
396,2024-01-30,West,Wholesale,Electronics,USB Hub,Enterprise,11,29.47,,324.18,204.23,119.95,true,false,1
397,2024-01-31,North,Web,Home,Desk Lamp,Consumer,1,33.56,0.00,33.56,17.45,16.11,true,false,3
398,2024-02-01,South,Store,Home,Storage Bin,Small Business,18,17.22,0.05,294.53,138.43,156.10,true,false,5
399,2024-02-02,East,Wholesale,Outdoors,Trail Bottle,Enterprise,7,24.43,0.10,153.88,67.71,86.17,true,false,2
400,2024-02-03,West,Web,Outdoors,Camp Chair,Consumer,9,75.95,0.20,546.85,317.17,229.68,true,false,4
401,2024-02-04,North,Store,Kitchen,Chef Pan,Small Business,3,45.40,0.00,136.21,74.92,61.29,true,false,3
402,2024-02-05,South,Wholesale,Electronics,USB Hub,Enterprise,5,27.87,0.05,132.37,83.39,48.98,true,false,1
403,2024-02-06,East,Web,Home,Desk Lamp,Consumer,2,31.09,0.10,55.96,29.10,26.86,true,false,2
404,2024-02-07,West,Store,Home,Storage Bin,Small Business,14,18.14,0.20,203.17,95.49,107.68,true,false,1
405,2024-02-08,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,22.92,0.00,22.92,10.09,12.84,true,false,3
406,2024-02-09,South,Web,Outdoors,Camp Chair,Consumer,5,72.53,0.05,344.49,199.81,144.69,true,false,3
407,2024-02-10,East,Store,Kitchen,Chef Pan,Small Business,3,48.71,0.10,131.51,72.33,59.18,true,false,4
408,2024-02-11,West,Wholesale,Electronics,USB Hub,Enterprise,19,29.39,0.20,446.71,281.43,165.28,true,true,3
409,2024-02-12,North,Web,Home,Desk Lamp,Consumer,1,32.46,0.00,32.46,16.88,15.58,true,false,3
410,2024-02-13,South,Store,Home,Storage Bin,Small Business,2,18.19,0.05,34.56,16.24,18.32,true,false,3
411,2024-02-14,East,Wholesale,Outdoors,Trail Bottle,Enterprise,7,24.03,0.10,151.40,66.62,84.79,true,false,5
412,2024-02-15,West,Web,Outdoors,Camp Chair,Consumer,14,76.87,0.20,860.97,499.36,361.61,true,false,5
413,2024-02-16,North,Store,Kitchen,Chef Pan,Small Business,5,47.32,0.00,236.59,130.12,106.47,false,false,4
414,2024-02-17,South,Wholesale,Electronics,USB Hub,Enterprise,4,27.10,0.05,102.98,64.88,38.10,true,false,3
415,2024-02-18,East,Web,Home,Desk Lamp,Consumer,6,33.80,0.10,182.52,94.91,87.61,true,false,4
416,2024-02-19,West,Store,Home,Storage Bin,Small Business,5,18.34,0.20,73.36,34.48,38.88,true,false,5
417,2024-02-20,North,Wholesale,Outdoors,Trail Bottle,Enterprise,9,23.70,0.00,213.29,93.85,119.44,true,false,1
418,2024-02-21,South,Web,Outdoors,Camp Chair,Consumer,2,76.78,0.05,145.88,84.61,61.27,true,false,2
419,2024-02-22,East,Store,Kitchen,Chef Pan,Small Business,9,45.83,0.10,371.22,204.17,167.05,true,false,2
420,2024-02-23,West,Wholesale,Electronics,USB Hub,Enterprise,2,27.66,0.20,44.26,27.88,16.38,true,false,3
421,2024-02-24,North,Web,Home,Desk Lamp,Consumer,12,30.71,0.00,368.54,191.64,176.90,true,false,2
422,2024-02-25,South,Store,Home,Storage Bin,Small Business,13,18.32,0.05,226.28,106.35,119.93,true,false,1
423,2024-02-26,East,Wholesale,Outdoors,Trail Bottle,Enterprise,3,23.81,0.10,64.28,28.28,36.00,true,false,6
424,2024-02-27,West,Web,Outdoors,Camp Chair,Consumer,1,73.99,0.20,59.19,34.33,24.86,true,false,3
425,2024-02-28,North,Store,Kitchen,Chef Pan,Small Business,1,48.09,0.00,48.09,26.45,21.64,true,false,3
426,2024-02-29,South,Wholesale,Electronics,USB Hub,Enterprise,5,27.31,0.05,129.73,81.73,48.00,true,false,5
427,2024-03-01,East,Web,Home,Desk Lamp,Consumer,14,31.96,0.10,402.69,209.40,193.29,true,false,5
428,2024-03-02,West,Store,Home,Storage Bin,Small Business,6,16.93,0.20,81.27,38.20,43.07,false,false,
429,2024-03-03,North,Wholesale,Outdoors,Trail Bottle,Enterprise,10,25.10,0.00,251.02,110.45,140.57,true,false,2
430,2024-03-04,South,Web,Outdoors,Camp Chair,Consumer,3,74.25,0.05,211.60,122.73,88.87,true,false,6
431,2024-03-05,East,Store,Kitchen,Chef Pan,Small Business,22,45.80,0.10,906.85,498.77,408.08,true,false,6
432,2024-03-06,West,Wholesale,Electronics,USB Hub,Enterprise,7,28.77,0.20,161.10,101.49,59.61,true,false,6
433,2024-03-07,North,Web,Home,Desk Lamp,Consumer,5,31.11,0.00,155.56,80.89,74.67,true,false,4
434,2024-03-08,South,Store,Home,Storage Bin,Small Business,25,17.40,0.05,413.15,194.18,218.97,true,false,6
435,2024-03-09,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,24.03,0.10,21.63,9.52,12.11,true,false,5
436,2024-03-10,West,Web,Outdoors,Camp Chair,Consumer,3,72.27,0.20,173.46,100.60,72.85,true,false,5
